Volatility 3 Framework 2.5.2

Offset	Name	Size
0xad818d03fbd0	\LOCAL\mojo.5328.968.12477453409991822014	216
0xad818d040210	\$Directory	216
0xad818d040530		216
0xad818d0409e0	\$ConvertToNonresident	216
0xad818d041340	\$ConvertToNonresident	216
0xad818d0414d0	\Windows\System32\en-GB\ieframe.dll.mui	216
0xad818d041980	\Windows\System32\en-GB\propsys.dll.mui	216
0xad818d435370	\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll	216
0xad818d435500	\Program Files\VMware\VMware Tools\glibmm-2.4.dll	216
0xad818d435690	\Users\Tammam\AppData\Roaming\Microsoft\Windows\Themes\CachedFiles\CachedImage_1668_920_POS4.jpg	216
0xad818d435b40	ȼ簀牣湯漀먁䈇ﻶ�ᜅᘘ呎ⷻ볐ဉؼǸ◰Ｃŉ⧸ᡀ﹈받ေ㿽湼瑰灥摡৿䆞ဳ젅⯸ǽν࠽簀楤汍慥⵮ｵ�쨅７‑྽ﾐ攅m牡毿ӼUטᡯ敞標ﰱ㴟樂洇睥慲׿	216
0xad818d435cd0	\Program Files\VMware\VMware Tools\plugins\vmusr\unity.dll	216
0xad818d435e60	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647\comctl32.dll	216
0xad818d436310	\Windows\System32\winevt\Logs\Microsoft-Windows-Fault-Tolerant-Heap%4Operational.evtx	216
0xad818d436630	\CMApi	216
0xad818d436950	\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll	216
0xad818d436c70	\Users\Tammam\AppData\Local\Temp\c3912af058\oneetx.exe	216
0xad818d436e00	\Windows\System32\en-GB\edgehtml.dll.mui	216
0xad818d437120	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad818d4372b0	\Windows\System32\SettingSyncCore.dll	216
0xad818d4375d0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647	216
0xad818d437760	\Windows\Fonts\StaticCache.dat	216
0xad818d4378f0	\Program Files\VMware\VMware Tools\plugins\vmusr\vmtray.dll	216
0xad818d437a80	\Users\desktop.ini	216
0xad818d437da0	\Program Files\VMware\VMware Tools\sigc-2.0.dll	216
0xad818d4380c0	\Windows\System32\mfc140u.dll	216
0xad818d438250	\Windows\System32\mfc140enu.dll	216
0xad818d438570	\$ConvertToNonresident	216
0xad818d438bb0	\$ConvertToNonresident	216
0xad818d4391f0	\Windows\System32\spp.dll	216
0xad818d439510	\Users\Tammam\AppData\Roaming\Microsoft\Windows\Recent	216
0xad818d4396a0	\Windows\System32\APHostService.dll	216
0xad818d439b50	\Users\Public\Desktop\desktop.ini	216
0xad818d439ce0	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2006_none_919e9136cc8d4791\GdiPlus.dll	216
0xad818d43a190	\$Directory	216
0xad818d43a320	\Windows\System32\MTFFuzzyDS.dll	216
0xad818d43aaf0	\Windows\System32\vaultsvc.dll	216
0xad818d43ae10	\Users\Public\desktop.ini	216
0xad818d43b2c0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb	216
0xad818d43bc20	\Sessions\1\AppContainerNamedObjects\S-1-15-2-283421221-3183566570-1718213290-751554359-3541592344-2312209569-3374928651	216
0xad818d43bdb0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	216
0xad818d43c3f0	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db-wal	216
0xad818d43cee0	1.1.mum	216
0xad818d43d200	\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Notifications\wpndatabase.db	216
0xad818d43eb00	\$Directory	216
0xad818d43ec90	\$Directory	216
0xad818d43f780	\Windows\SysWOW64\uxtheme.dll	216
0xad818d440270	\$Directory	216
0xad818d440590	\$Directory	216
0xad818d440ef0	\$Directory	216
0xad818d441210	\$Directory	216
0xad818d441530	\$Directory	216
0xad818d4419e0	\Windows\System32\svchost.exe	216
0xad818d441d00	\$Directory	216
0xad818d442ca0	\$ConvertToNonresident	216
0xad818d443150	\$Directory	216
0xad818d4445a0	\$ConvertToNonresident	216
0xad818d445ea0	\Windows\System32\OneSettingsClient.dll	216
0xad818d446670	\$Directory	216
0xad818d446800	\$Directory	216
0xad818d446990	\$Directory	216
0xad818d447c50	\Windows\System32\amsiproxy.dll	216
0xad818d447de0	\$Directory	216
0xad818d448100	\$Directory	216
0xad818d4488d0	\$Directory	216
0xad818d448a60	\Windows\System32\msxml3r.dll	216
0xad818d448d80	\$Directory	216
0xad818d4490a0	\Windows\SysWOW64\cryptbase.dll	216
0xad818d449230	\$Directory	216
0xad818d449550	\$Directory	216
0xad818d449d20	\$Directory	216
0xad818d44a1d0	\$Directory	216
0xad818d44a680	\$Directory	216
0xad818d44a810	\$Directory	216
0xad818d44a9a0	\$Directory	216
0xad818d44ae50	\$Directory	216
0xad818d44b170	\crashpad_5328_WAKXWOLRPAXLLATL	216
0xad818d44b620	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xad818d44b7b0	\$Directory	216
0xad818d44bad0	\Windows\System32\WinMetadata\Windows.Security.winmd	216
0xad818d44c2a0	\Windows\System32\en-GB\propsys.dll.mui	216
0xad818d44c8e0	\Windows\System32\WorkFoldersShell.dll	216
0xad818d44ca70	\Windows\SysWOW64\IPHLPAPI.DLL	216
0xad818d44d6f0	\Windows\System32\msxml3.dll	216
0xad818d44dba0	\$Directory	216
0xad818d44dec0	\crashpad_5328_WAKXWOLRPAXLLATL	216
0xad818d44e690	\Windows\System32\Windows.Cortana.Desktop.dll	216
0xad818d44eb40	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge.dll	216
0xad818d44ee60	\Windows\System32\SystemSettings.DataModel.dll	216
0xad818d44fe00	\Windows\System32\WinMetadata\Windows.Storage.winmd	216
0xad818d4508f0	\$Directory	216
0xad818d450da0	\Windows\System32\WinMetadata\Windows.System.winmd	216
0xad818d4510c0	\$Directory	216
0xad818d452510	\Windows\System32\winevt\Logs\Microsoft-Windows-DateTimeControlPanel%4Operational.evtx	216
0xad818d452e70	\$ConvertToNonresident	216
0xad818d454a90	\Windows\System32\UserDataPlatformHelperUtil.dll	216
0xad818d455260	\Windows\SysWOW64\ntasn1.dll	216
0xad818d4553f0	\Windows\SysWOW64\ncrypt.dll	216
0xad818d455bc0	\Windows\System32\syncutil.dll	216
0xad818d455ee0	\Windows\SystemResources\shell32.dll.mun	216
0xad818d456200	\Windows\System32\elslad.dll	216
0xad818d456390	\$ConvertToNonresident	216
0xad818d456840	\Windows\SysWOW64\dnsapi.dll	216
0xad818d456cf0	\Windows\System32\networkhelper.dll	216
0xad818d4571a0	\Windows\System32\MCCSPal.dll	216
0xad818d457650	\Windows\SysWOW64\propsys.dll	216
0xad818d4577e0	\LOCAL\mojo.5328.968.1994464298918277830	216
0xad818d458140	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_100_percent.pak	216
0xad818d4582d0	\Windows\System32\WinMetadata\Windows.Web.winmd	216
0xad818d458780	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\resources.pak	216
0xad818d458910	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\ffmpeg.dll	216
0xad818d458aa0	\CMApi	216
0xad818d458c30	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\Locales\en-GB.pak	216
0xad818d459a40	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\ShaderCache\index	216
0xad818d459d60	\Windows\System32\drivers\etc	216
0xad818d45a3a0	\LOCAL\mojo.5328.968.1994464298918277830	216
0xad818d45a530	\Windows\Registration\R000000000006.clb	216
0xad818d45a850	\$Directory	216
0xad818d45ab70	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Vpn Tokens	216
0xad818d45ae90	\$Directory	216
0xad818d45b340	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xad818d45b4d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Visited Links	216
0xad818d45b7f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\LOG	216
0xad818d45c2e0	\CMNotify	216
0xad818d45c470	\$Directory	216
0xad818d45c920	\Windows\System32\en-GB\tquery.dll.mui	216
0xad818d45d0f0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad818d45d5a0	\Windows\System32\Windows.System.Diagnostics.dll	216
0xad818d45d8c0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\History	216
0xad818d45dbe0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Vpn Tokens-journal	216
0xad818d45dd70	\$ConvertToNonresident	216
0xad818d45e220	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Web Data	216
0xad818d45e540	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\History-journal	216
0xad818d45e6d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\EdgeCoupons\coupons_data.db\LOCK	216
0xad818d45e860	\LOCAL\mojo.5328.968.16447466239929359361	216
0xad818d45e9f0	\$ConvertToNonresident	216
0xad818d45eb80	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\EdgeCoupons\coupons_data.db\LOG	216
0xad818d45f1c0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Login Data	216
0xad818d45f670	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Nurturing\campaign_history	216
0xad818d45fb20	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\LOG	216
0xad818d4602f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\000006.log	216
0xad818d460480	\$Directory	216
0xad818d460610	\$Directory	216
0xad818d4607a0	\Windows\System32\en-GB\propsys.dll.mui	216
0xad818d460930	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites	216
0xad818d461100	\LOCAL\mojo.5328.968.16447466239929359361	216
0xad818d4615b0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\libsmartscreenn.dll	216
0xad818d461740	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\000006.ldb	216
0xad818d461a60	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\000005.ldb	216
0xad818d4620a0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\MANIFEST-000005	216
0xad818d4626e0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818d462a00		216
0xad818d462b90	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818d4631d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\MANIFEST-000005	216
0xad818d463360	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\History-journal	216
0xad818d4634f0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\icudtl.dat	216
0xad818d463e50	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xad818d464170	\Windows\System32\mf.dll	216
0xad818d464490	\CMApi	216
0xad818d4647b0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\000005.ldb	216
0xad818d4655c0	\Windows\System32\msvproc.dll	216
0xad818d465a70	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\MANIFEST-000004	216
0xad818d4660b0	\Windows\System32\DolbyDecMFT.dll	216
0xad818d466a10	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\v8_context_snapshot.bin	216
0xad818d466ec0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Local Storage\leveldb\LOCK	216
0xad818d467500	\$Directory	216
0xad818d4679b0	\$ConvertToNonresident	216
0xad818d4687c0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_100_percent.pak	216
0xad818d468950	\$ConvertToNonresident	216
0xad818d468ae0	\Windows\System32\OnDemandBrokerClient.dll	216
0xad818d4698f0	\$Directory	216
0xad818d469c10	\$ConvertToNonresident	216
0xad818d46a0c0	\AsyncConnectHlp	216
0xad818d46a3e0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\ExtensionActivityEdge	216
0xad818d46a890	\$Directory	216
0xad818d46abb0	\LOCAL\mojo.5328.5452.3686783538138520373	216
0xad818d46b6a0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\libGLESv2.dll	216
0xad818d46b9c0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\Locales\en-GB.pak	216
0xad818d46be70	\Windows\System32	216
0xad818d46c7d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\LOCK	216
0xad818d46caf0	뫹܆璀腇ǹȀ璉脿߹Ā璀脷ዹĀ璀䠯ᗿ懺ἏD蔀࿀㾄ͨ蔀࿛妈ͨ䠀璋䠤쎋譈⑜䡀쒃弰쳃㍅	216
0xad818d46ce10	\$Directory	216
0xad818d46d450	\LOCAL\mojo.5328.5452.3686783538138520373	216
0xad818d46d770	䠀讍ŀ	216
0xad818d46d900	Ā	216
0xad818d46dc20	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818d46ddb0	\Windows\System32\RuntimeBroker.exe	216
0xad818d46e0d0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\v8_context_snapshot.bin	216
0xad818d46e260	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\000005.ldb	216
0xad818d46e3f0	耀䆀Ā�䊊	216
0xad818d46e8a0	\Windows\Registration\R000000000006.clb	216
0xad818d46ed50	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Favicons	216
0xad818d46f200	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_100_percent.pak	216
0xad818d46f6b0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\000005.ldb	216
0xad818d46f840	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\000006.log	216
0xad818d46f9d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\MANIFEST-000004	216
0xad818d46fe80	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818d4701d0	Ȩ赇궁￿Ȩ赇궁￿	0
0xad818d470330		216
0xad818d470c90	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\000006.log	216
0xad818d4712d0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\MANIFEST-000004	216
0xad818d471460	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\MANIFEST-000004	216
0xad818d4715f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\000005.ldb	216
0xad818d471aa0	\CMApi	216
0xad818d472270	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\LOCK	216
0xad818d4728b0	\$Directory	216
0xad818d472ef0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Extension State\LOCK	216
0xad818d473080	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\000005.ldb	216
0xad818d473530	\$Directory	216
0xad818d474660	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\index	216
0xad818d4747f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\index	216
0xad818d474b10	\Windows\Globalization\ICU\icudtl.dat	216
0xad818da13370	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\ExtensionActivityComp	216
0xad818da13e60	\Windows\System32\Dism\WimProvider.dll	216
0xad818da144a0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818da147c0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_2	216
0xad818da14ae0	\$Directory	216
0xad818da14e00	\Windows\System32\winevt\Logs\Microsoft-Windows-FeatureConfiguration%4Operational.evtx	216
0xad818da152b0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_2	216
0xad818da158f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_1	216
0xad818da15a80	\$Directory	216
0xad818da16250	\Windows\System32\AppXDeploymentExtensions.onecore.dll	216
0xad818da16570	\Windows\System32\winevt\Logs\Microsoft-Windows-OOBE-Machine-DUI%4Operational.evtx	216
0xad818da16bb0	\Windows\System32\en-US\combase.dll.mui	216
0xad818da176a0	\Users\Tammam\AppData\Local\Microsoft\Windows\WebCache\V01.loglog	216
0xad818da17ce0	\LOCAL\mojo.5328.968.13706122532805548864	216
0xad818da18320	\Windows\System32\webplatstorageserver.dll	216
0xad818da18640	\Windows\System32\dllhost.exe	216
0xad818da187d0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb	216
0xad818da18960	\Windows\System32	216
0xad818da18e10	\Windows\Registration\R000000000006.clb	216
0xad818da192c0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Network\Reporting and NEL	216
0xad818da19450	\Windows\System32\en-US\ESENT.dll.mui	216
0xad818da19900	\Dev\Query	216
0xad818da19db0	\Windows\System32	216
0xad818da1a0d0	\Windows\System32\IPSECSVC.DLL	216
0xad818da1a580	\Windows\System32\FwRemoteSvr.dll	216
0xad818da1a710	\$ConvertToNonresident	216
0xad818da1a8a0	\Windows\System32\svchost.exe	216
0xad818da1ad50	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xad818da1aee0	\Windows\System32\TenantRestrictionsPlugin.dll	216
0xad818da1b200	\Windows\System32\winevt\Logs\Microsoft-Windows-OneBackup%4Debug.evtx	216
0xad818da1b6b0	\Windows\System32\efswrt.dll	216
0xad818da1b840	\Windows\System32\IKEEXT.DLL	216
0xad818da1bb60	\MsFteWds	216
0xad818da1c650	\Program Files\AccessData\FTK Imager\cbfsdisk20.dll	216
0xad818da1c7e0	\Endpoint	216
0xad818da1cc90	\Endpoint	216
0xad818da1ce20	\Endpoint	216
0xad818da1d140	\Winsock2\CatalogChangeListener-174c-0	216
0xad818da1d2d0	\$Directory	216
0xad818da1d460	\$Directory	216
0xad818da1daa0	\Endpoint	216
0xad818da1ddc0	\Windows\System32\feclient.dll	216
0xad818da1e0e0	\Windows\System32\regapi.dll	216
0xad818da1e400	\$Directory	216
0xad818da1e720	\Endpoint	216
0xad818da1e8b0	\Endpoint	216
0xad818da1ea40	\$Directory	216
0xad818da1ebd0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad818da1ed60	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\vulkan-1.dll	216
0xad818da1f3a0	\Windows\Registration\R000000000006.clb	216
0xad818da1f6c0	\Endpoint	216
0xad818da1f850	\Windows\System32\CryptoWinRT.dll	216
0xad818da1f9e0	\Windows\System32\SettingsEnvironment.Desktop.dll	216
0xad818da1fb70	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Windows_Computer	216
0xad818da1fd00	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\vk_swiftshader.dll	216
0xad818da1fe90	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\icudtl.dat	216
0xad818da201e0	ȸ趢궁￿ȸ趢궁￿	0
0xad818da20660	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{F38BF404-1D43-42F2-9305-67DE0B28FC23}_regedit_exe	216
0xad818da207f0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818da20980	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\v8_context_snapshot.bin	216
0xad818da20b10	\Windows\servicing\Packages\Microsoft-Onecore-Identity-TenantRestrictions-WOW64-Package~31bf3856ad364e35~amd64~~10.0.19041.1741.mum	216
0xad818da20e30	\Program Files\AccessData\FTK Imager\boost_system-vc140-mt-1_59.dll	216
0xad818da212e0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge	216
0xad818da21790	\Windows\System32\WMALFXGFXDSP.dll	216
0xad818da21ab0	\Windows\System32\Dism\VhdProvider.dll	216
0xad818da220f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites-journal	216
0xad818da22280	\Endpoint	216
0xad818da22410	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_SnippingTool_exe	216
0xad818da225a0	\$ConvertToNonresident	216
0xad818da22730	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_Getstarted_8wekyb3d8bbwe!App	216
0xad818da233b0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\Locales\en-GB.pak	216
0xad818da236d0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_100_percent.pak	216
0xad818da239f0	\LOCAL\mojo.5328.968.10361453191332370549	216
0xad818da23b80	\LOCAL\mojo.5328.968.10361453191332370549	216
0xad818da23d10	\$ConvertToNonresident	216
0xad818da241c0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\com_electron_outline-client	216
0xad818da24350	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_mspaint_exe	216
0xad818da244e0	\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx	216
0xad818da24800	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\MSIMGSIZ.DAT	216
0xad818da25ac0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_200_percent.pak	216
0xad818da25c50	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\resources.pak	216
0xad818da26100	\Windows\System32\en-GB\edgehtml.dll.mui	216
0xad818da26290	\$Directory	216
0xad818da268d0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\icudtl.dat	216
0xad818da26a60	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_100_percent.pak	216
0xad818da26bf0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\msedge_200_percent.pak	216
0xad818da27550	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_0	216
0xad818da276e0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\v8_context_snapshot.bin	216
0xad818da27870	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\Locales\en-GB.pak	216
0xad818da27a00	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50\resources.pak	216
0xad818da27b90	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3	216
0xad818da27eb0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_2	216
0xad818da281d0	\Program Files (x86)\Microsoft\Edge\Application\113.0.1774.50	216
0xad818da284f0	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3	216
0xad818da28680	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	216
0xad818da28e50	\Users\Tammam\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_1	216
0xad818da29170	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\MSEdge	216
0xad818da29490	\Windows\System32\WordBreakers.dll	216
0xad818da297b0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\0ZK8HXYH	216
0xad818da29c60	\Users\Tammam\AppData\Local\Microsoft\input\en-GB\userdict_v1.0809.dat	216
0xad818da29df0	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{F38BF404-1D43-42F2-9305-67DE0B28FC23}_regedit_exe	216
0xad818da2a430	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xad818da2a5c0	\Windows\SysWOW64\dui70.dll	216
0xad818da2ac00	虪Ｂ蝪Ｃ衫Ｃ襬Ｃ詭Ｄ詮Ｄ豯Ｄ走Ｅ蹱Ｅ轱Ｅ遲Ｆ酳Ｆ鉴Ｆ鍵Ｆ鑵Ｇ镶Ｇ陷Ｇ陸Ｈ靸Ｈ项Ｈ饺Ｉ驻Ｉ魼Ｉ鱼Ｉ鵽Ｊ鵾Ｊ鹾Ｊ齿ＫꂀＫꆁＫꊁＫꎂＬꒃＬꒃＬꖄＬꚅＭ啀２㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）㠨）恓Ｚ￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿￿	216
0xad818da2b560		216
0xad818da2b6f0	\CMApi	216
0xad818da2b880	\Users\Tammam\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_notepad_exe	216
0xad818da2ba10	\Users\Tammam\AppData\Local\Microsoft\input\en-GB\userdict_v1.0809.dat	216
0xad818da2bd30	\$ConvertToNonresident	216
0xad818da2c500	\$ConvertToNonresident	216
0xad818da2d950	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy	216
0xad818da2dae0	\$Directory	216
0xad818da2f700	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad818da2f890	\Windows\SysWOW64\WindowManagementAPI.dll	216
0xad818da2fd40	\Windows\SysWOW64\CoreMessaging.dll	216
0xad818da2fed0	\Program Files\AccessData\FTK Imager\boost_date_time-vc140-mt-1_59.dll	216
0xad818da301f0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{F749C225-0D8B-4F85-8AB3-4E79089A19FE}\mpasbase.vdm	216
0xad818da30220	ɸ趣궁￿ɸ趣궁￿	0
0xad818da32130	\Program Files\AccessData\FTK Imager\LMS-FS.dll	216
0xad818da322c0	\Windows\System32\en-US\combase.dll.mui	216
0xad818da32450	\Windows\System32\en-US\KernelBase.dll.mui	216
0xad818da32a90	\Program Files\AccessData\FTK Imager\boost_regex-vc140-mt-1_59.dll	216
0xad818da32c20	\$Directory	216
0xad818da32db0	\Windows\servicing\Packages\Microsoft-OneCore-Fonts-DesktopFonts-NonLeanSupplement-Package~31bf3856ad364e35~amd64~~10.0.19041.1741.mum	216
0xad818da330d0	\Program Files\AccessData\FTK Imager\ad_log.dll	216
0xad818da33260	\Windows\System32\WinMetadata\Windows.Security.winmd	216
