2021-04-30 17:52:19 UTC+0000|[LIVE RESPONSE]| (System time)|
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 17:45:46 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET\VOLUME\{B41F7A44-0000-0000-0000-300300000000}| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 17:39:50 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\LOCK SCREEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-25 17:57:50 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\HOLOGRAPHIC| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-28 15:05:08 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\MOBILITY| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-25 17:57:45 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\CDP| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 17:14:32 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\CONTENTDELIVERYMANAGER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 12:39:44 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-25 17:58:01 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\INPUT\EC| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:17:32 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS NT\TERMINAL SERVICES| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:08 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKUXMANAGER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:59 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:03 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{1F3427C8-5C10-4210-AA03-2EE45287D668}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{A0953C92-50DC-43BF-BE83-3742FED03C9C}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:59 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 17:51:19 UTC+0000|[Handle (Key)]| MACHINE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{A0953C92-50DC-43BF-BE83-3742FED03C9C}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{3ADD1653-EB32-4CB0-BBD7-DFA0ABB5ACCA}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:58 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{DFFACDC5-679F-4156-8947-C5C76BC0B67F}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:17:27 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\DESKTOP\NAMESPACE\DELEGATEFOLDERS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-28 14:59:14 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\DESKTOP\NAMESPACE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:03 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{088E3905-0323-4B02-9826-5D99428E115F}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{374DE290-123F-4565-9164-39C4925E467B}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:16:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{374DE290-123F-4565-9164-39C4925E467B}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:59 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:50:20 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\DESKTOP\NAMESPACE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:59 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID\{A8CDFF1C-4878-43BE-B5FD-F8091C1C60D0}\INSTANCE| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2021-04-30 17:45:46 UTC+0000|[Handle (Key)]| USER\S-1-5-21-3061953532-2461696977-1363062292-1001\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET\VOLUME\{B41F7A44-0000-0000-0000-300300000000}| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPEN| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\FEATURE.UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENFILELOCATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\OPENNEWWINDOW| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNAS| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\RUNASUSER| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2019-12-07 09:15:36 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\LAUNCHER.ALLAPPSDESKTOPAPPLICATION\SHELL\UNINSTALL| RuntimeBroker. PID: 5144/PPID: 856/POffset: 0x63a620c0
2018-08-18 19:29:32 UTC+0000|[PE HEADER (dll)]| RuntimeBroker.exe| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ff64ace0000
2018-08-18 19:29:32 UTC+0000|[PE DEBUG]| RuntimeBroker.exe| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ff64ace0000
2021-04-30 17:39:50 UTC+0000|[DLL LOADTIME (dll)]| RuntimeBroker.exe| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ff64ace0000
2052-11-24 01:54:30 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ffd89810000
2052-11-24 01:54:30 UTC+0000|[PE DEBUG]| ntdll.dll| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ffd89810000
2021-04-30 17:39:50 UTC+0000|[DLL LOADTIME (dll)]| ntdll.dll| Process: RuntimeBroker./PID: 5144/PPID: 856/Process POffset: 0x63a620c0/DLL Base: 0x7ffd89810000
